iter	Accuracy	MultiClass
878	0.9595679751	0.09228457921
879	0.9595682051	0.09227464041
880	0.9595806592	0.0922698253
881	0.9595832493	0.09225739675
882	0.9595868923	0.09225703962
883	0.9596021059	0.09222758851
884	0.9595981844	0.09222417897
885	0.9595960664	0.0922208802
886	0.9596143784	0.09218542217
887	0.9596173316	0.09218269947
888	0.9596317706	0.09217459979
889	0.9596324605	0.09217306483
890	0.9596317222	0.09217169548
891	0.9596368902	0.09216247754
892	0.9596308508	0.09215229245
893	0.9596344939	0.0921493658
894	0.9596347238	0.09214825214
895	0.9596355105	0.09214625692
896	0.9596379554	0.09214470591
897	0.9596355105	0.09214228999
898	0.9596311777	0.09213583141
899	0.9596294711	0.09213115198
900	0.9596338524	0.09212805399
901	0.9596377254	0.09212411244
902	0.9596433534	0.09211322851
903	0.959646948	0.09210885758
904	0.9596460282	0.09210625835
905	0.9596477347	0.09210277607
906	0.959652346	0.09209617799
907	0.9596469964	0.09207140674
908	0.9596446	0.09207006029
909	0.9596455198	0.09206881451
910	0.9596518861	0.09206553001
911	0.9596541009	0.09206250304
912	0.959660794	0.09204473353
913	0.9596604672	0.09204305168
914	0.9596630089	0.09204028719
915	0.9596779563	0.09203407051
916	0.9596779563	0.09203406677
917	0.9596635657	0.09202066456
918	0.9596811394	0.09201206734
919	0.9596979748	0.09199956833
920	0.9597040142	0.0919917615
921	0.9597025376	0.09199120738
922	0.9597198329	0.09198484549
923	0.959719603	0.09198141372
924	0.9597359301	0.09197291022
925	0.9597403114	0.09195738263
926	0.9597504175	0.09194009686
927	0.9597563239	0.09193830906
928	0.9597536491	0.09193380774
929	0.9597509259	0.09193212523
930	0.9597512527	0.09193045308
931	0.9597539759	0.09191999244
932	0.9597807237	0.09186388639
933	0.959781462	0.09186234789
934	0.9597843667	0.09185608396
935	0.9597768507	0.09184197634
936	0.9597789687	0.09183352264
937	0.9597915197	0.09182273841
938	0.9597935046	0.09182106195
939	0.9598001493	0.0918194538
940	0.9598008391	0.09181634358
941	0.9597962279	0.09181126308
942	0.9597950297	0.09180595886
943	0.9597989511	0.0918047034
944	0.9598055473	0.09180408665
945	0.9598059587	0.09180208124
946	0.9598001493	0.09180046045
947	0.9598050874	0.09179059145
948	0.9598114052	0.09178708289
949	0.9598053173	0.09178575106
950	0.9598145399	0.09177365051
951	0.9598153266	0.09177212487
952	0.9598108968	0.09176889699
953	0.9598126034	0.09176817657
954	0.9598233025	0.09175855765
955	0.9598225642	0.09175615463
956	0.9598298503	0.09175235509
957	0.9598492274	0.09173923015
958	0.9598389882	0.09173707255
959	0.9598377415	0.09173148703
960	0.9598546254	0.0917242012
961	0.9598551822	0.09172141352
962	0.9598634849	0.09171620131
963	0.9598615968	0.09171299888
964	0.9598613669	0.09171180094
965	0.9598565257	0.09170813206
966	0.9598519144	0.0917052828
967	0.9598582807	0.09170465381
968	0.9598589705	0.09170298717
969	0.9598666196	0.09169112476
970	0.9598619599	0.09168833809
971	0.9598637148	0.09168454262
972	0.9598686045	0.09168155406
973	0.9598671764	0.09168063943
974	0.9598785653	0.091662015
975	0.9598811917	0.09165831092
976	0.9598826683	0.09165731317
977	0.9598825229	0.09165311884
978	0.9598847378	0.09164887138
979	0.9598809133	0.09164705904
980	0.9598830797	0.09164561809
981	0.9598884293	0.09164402493
982	0.9598791583	0.09163974994
983	0.9598918423	0.09162850567
984	0.9598987169	0.09162244817
985	0.9599089439	0.09158251149
986	0.9599131437	0.0915808484
987	0.9599094522	0.09157308852
988	0.9599130953	0.09156613478
989	0.9599092223	0.09156468913
990	0.95991577	0.09155796766
991	0.9599165568	0.09155049236
992	0.9599155885	0.09154843648
993	0.9599208897	0.0915448455
994	0.9599269291	0.09154169125
995	0.9599262392	0.09153365035
996	0.9599274859	0.09153296403
997	0.9599306205	0.09152983773
998	0.9599382819	0.09152553017
999	0.9599416949	0.09151787735
1000	0.9599501307	0.09150858059
1001	0.9599604184	0.09150531073
1002	0.9599628632	0.09150435638
1003	0.959967426	0.09150238506
1004	0.959960733	0.09149220552
1005	0.9599593048	0.09148957304
1006	0.9599600431	0.09148934997
1007	0.9599578767	0.09148432707
1008	0.9599561701	0.09148348948
1009	0.9599605515	0.09148125791
1010	0.9599624879	0.09147875085
1011	0.9599580582	0.09147752916
1012	0.9599710206	0.09147186899
1013	0.959974942	0.09147112682
1014	0.9599858711	0.09145919253
1015	0.9599759103	0.09145320165
1016	0.9599904824	0.09144214371
1017	0.9599937139	0.09143826024
1018	0.9600002617	0.09143642838
1019	0.9599987367	0.09143425552
1020	0.9600053329	0.09142933297
1021	0.9600140955	0.09142762186
1022	0.9600099441	0.09142529477
1023	0.9600223982	0.09140890372
1024	0.9600223982	0.09140823382
1025	0.9600189852	0.09140758627
1026	0.9600258113	0.09140332553
1027	0.9600260413	0.09140254016
1028	0.9600251214	0.0913958787
1029	0.9600302895	0.09139211941
1030	0.9600218053	0.09138770424
1031	0.960035506	0.09138296916
1032	0.9600361958	0.09137843094
1033	0.9600414485	0.09137502504
1034	0.9600474879	0.09136936397
1035	0.9600441233	0.09136203736
1036	0.9600504411	0.09136115586
1037	0.9600474879	0.09136072901
1038	0.9600491945	0.09135623968
1039	0.960054544	0.09135518156
1040	0.9600577272	0.0913543668
1041	0.9600594337	0.09135235115
1042	0.9600477179	0.09135097946
1043	0.9600508526	0.09135015773
1044	0.9600579571	0.09134870762
1045	0.9600622053	0.09131999951
1046	0.9600622053	0.09131997479
1047	0.9600716578	0.09131046749
1048	0.9600718878	0.09130170467
1049	0.9600687047	0.09129607672
1050	0.9600706411	0.09129172393
1051	0.9600704112	0.09129141096
1052	0.9600818971	0.09128356661
1053	0.9600843419	0.09128213784
1054	0.9600855401	0.09128115021
1055	0.9600853101	0.09128081104
1056	0.9600843419	0.0912793757
1057	0.9600845718	0.09127706987
1058	0.9600852617	0.09127387055
1059	0.9600801421	0.09127141281
1060	0.9600747441	0.0912680693
1061	0.9600960092	0.09125812616
1062	0.9600960092	0.09125769766
1063	0.960095271	0.09125759636
1064	0.9600972074	0.09125511928
1065	0.960091398	0.09124869881
1066	0.9600985871	0.09122568807
1067	0.9601036583	0.09121753352
1068	0.960106793	0.09121661078
1069	0.9601028716	0.09120822994
1070	0.9601047596	0.09120311761
1071	0.9601016734	0.09119808276
1072	0.9601055464	0.09119738335
1073	0.9600994585	0.09119527062
1074	0.9600992286	0.09119203591
1075	0.9601087295	0.09118992586
1076	0.9601165239	0.0911872129
1077	0.9601112228	0.0911853165
1078	0.9601112228	0.09118415226
1079	0.9601126993	0.09118374138
1080	0.960112191	0.09118181249
1081	0.960113946	0.0911737177
1082	0.960128155	0.09116769366
1083	0.9601296316	0.09116127614
1084	0.9601325848	0.09115042165
1085	0.960135308	0.09114444176
1086	0.9601341098	0.09114143446
1087	0.9601367846	0.09114062935
1088	0.9601387211	0.09113799117
1089	0.960144942	0.09113382467
1090	0.9601493233	0.09113329173
1091	0.9601493233	0.09113301122
1092	0.9601493233	0.09113089928
1093	0.960153983	0.09112986667
1094	0.9601481736	0.09112909943
1095	0.9601510783	0.09112312625
1096	0.960154213	0.09112048268
1097	0.9601435139	0.09111812885
1098	0.9601447121	0.09111599608
1099	0.96017077	0.09109260172
1100	0.9601734448	0.09109226049
1101	0.9601656504	0.09109152578
1102	0.9601733964	0.09109023385
1103	0.9602001926	0.09103703642
1104	0.9601989944	0.09103250556
1105	0.9602016692	0.09103121688
1106	0.9602021291	0.09102792182
1107	0.9602007494	0.09102496001
1108	0.960200471	0.09102245164
1109	0.9601972879	0.09101594449
1110	0.9601977962	0.09101415058
1111	0.9602038841	0.09100509564
1112	0.9602143532	0.09099926986
1113	0.9602242656	0.0909912171
1114	0.9602294337	0.09098851301
1115	0.9602287438	0.09098840055
1116	0.9602435459	0.09098054958
1117	0.960239213	0.09097610187
1118	0.9602326652	0.09097299826
1119	0.9602318301	0.09096763189
1120	0.9602349647	0.09096502796
1121	0.9602442842	0.09095968636
1122	0.9602496337	0.09095900811
1123	0.9602606112	0.0909498872
1124	0.9602613011	0.09094597719
1125	0.9602847572	0.09088751964
1126	0.9602847572	0.09088637174
1127	0.9602889086	0.09088203991
1128	0.9602948149	0.09088051406
1129	0.9602944396	0.09087898071
1130	0.9602934714	0.09087870094
1131	0.9602935198	0.09087778913
1132	0.9602836436	0.09087439851
1133	0.9602877466	0.09087044648
1134	0.9602831353	0.09087011156
1135	0.9602829053	0.09086996717
1136	0.9602865968	0.0908639534
1137	0.9602921763	0.09085952114
1138	0.9602990025	0.09085557682
1139	0.9602972959	0.09085541958
1140	0.9603002975	0.09085091557
1141	0.9602978043	0.09084916993
1142	0.9602892716	0.09084565706
1143	0.9603121464	0.09080235017
1144	0.9603126063	0.09080089025
1145	0.9603114081	0.09079813072
1146	0.9603269969	0.09078804241
1147	0.9603245521	0.09078105999
1148	0.9603247336	0.09077792586
1149	0.9603207275	0.09077044141
1150	0.9603266339	0.09076803971
1151	0.9603318019	0.09076176253
1152	0.9603324918	0.09075961602
1153	0.9603300469	0.09075109244
1154	0.960329587	0.09074575063
1155	0.9603269607	0.09074362281
1156	0.9603345251	0.09074244848
1157	0.9603486373	0.09073806384
1158	0.9603437961	0.09073774826
1159	0.9603471607	0.09073473782
1160	0.9603418596	0.09072519961
1161	0.9603516389	0.09071654172
1162	0.9603530187	0.09070366669
1163	0.9603525103	0.09070323672
1164	0.9603486858	0.09069812448
1165	0.9603467977	0.09069482204
1166	0.9603533939	0.09068500581
1167	0.96036068	0.09068310092
1168	0.9603574968	0.09068202509
1169	0.9603586466	0.09067882881
1170	0.9603596633	0.09067655326
1171	0.9603636693	0.0906598697
1172	0.9603700356	0.09065499551
1173	0.9603669009	0.09065310248
1174	0.9603765349	0.09064338901
1175	0.9603748768	0.09064119725
1176	0.960388989	0.09062819849
1177	0.9604077609	0.09061804889
1178	0.9604002449	0.09060657834
1179	0.9604045778	0.09060286167
1180	0.9604063327	0.0905973745
1181	0.9604067926	0.09059558156
1182	0.9604110771	0.09058510419
1183	0.9604098789	0.09058423653
1184	0.9604215462	0.09057553424
1185	0.9604239911	0.09057174841
1186	0.9604252862	0.09056798082
1187	0.960425976	0.09056737805
1188	0.9604214132	0.09055935172
1189	0.9604211832	0.0905587086
1190	0.9604226598	0.09055697314
1191	0.9604255645	0.0905553844
1192	0.9604299459	0.09055373621
1193	0.9604216431	0.09055204632
1194	0.9604216431	0.09055161372
1195	0.9604256614	0.09054833607
1196	0.9604312409	0.0905474629
1197	0.9604361306	0.09054429819
1198	0.9604410687	0.09054324209
1199	0.9604314709	0.0905285076
1200	0.9604375103	0.0905268869
1201	0.9604336858	0.09052544153
1202	0.9604396405	0.09052203914
1203	0.9604468782	0.09051654167
1204	0.9604480279	0.09051463682
1205	0.9604541642	0.09051129853
1206	0.9604580856	0.09050361632
1207	0.9604592838	0.09050289402
1208	0.9604644034	0.09049688013
1209	0.9604590054	0.0904873605
1210	0.9604645849	0.09048579208
1211	0.9604633867	0.09048463865
1212	0.9604702129	0.09048238795
1213	0.9604755624	0.09047924581
1214	0.9604743642	0.09047895494
1215	0.9604741343	0.09047782937
1216	0.9604741827	0.09047694735
1217	0.9604724278	0.09047642911
1218	0.9604727062	0.09047593733
1219	0.9604760708	0.09047141534
1220	0.9604773659	0.09046085499
1221	0.9604800406	0.09046029978
1222	0.9604797138	0.09045238637
1223	0.960477039	0.0904497367
1224	0.9604836837	0.09044813897
1225	0.9604871936	0.09044620988
1226	0.9604779226	0.09043952609
1227	0.9604771844	0.09043931854
1228	0.960476676	0.09043824033
1229	0.9604798591	0.0904363825
1230	0.9604793508	0.09043590457
1231	0.9604919018	0.09042477589
1232	0.9604972029	0.09042323218
1233	0.9604960047	0.09042204446
1234	0.960504029	0.09041138379
1235	0.9605049973	0.0904069907
1236	0.960504029	0.09040476455
1237	0.9605062924	0.09040289669
1238	0.9605184558	0.09039234312
1239	0.9605185042	0.09039070853
1240	0.9605201139	0.09038297424
1241	0.9605272184	0.09038113755
1242	0.9605274968	0.09038033756
1243	0.9605238054	0.09037538379
1244	0.9605245437	0.09037536319
1245	0.9605247736	0.09037460529
1246	0.9605235754	0.0903740358
1247	0.9605220988	0.09037351386
1248	0.9605354727	0.09036956846
1249	0.9605423473	0.09036663479
1250	0.9605479753	0.09035863256
1251	0.9605465471	0.09035691321
1252	0.9605499118	0.09035524932
1253	0.960547007	0.09035497285
1254	0.9605498633	0.09034647669
1255	0.9605545715	0.09034190482
1256	0.9605542931	0.09033870731
1257	0.9605559996	0.090338464
1258	0.9605540631	0.09033645976
1259	0.960556278	0.09033378811
1260	0.9605577546	0.09033259316
1261	0.9605525381	0.09032830861
1262	0.9605522597	0.09032582318
1263	0.9605599572	0.09032302418
1264	0.9605602356	0.09032159712
1265	0.9605594973	0.09031775627
1266	0.9605621721	0.0903162321
1267	0.9605687198	0.0903082922
1268	0.9605745777	0.09030535585
1269	0.9605809924	0.09030083468
1270	0.9605874071	0.09029392086
1271	0.960589392	0.09028725948
1272	0.9605963151	0.09028270625
1273	0.9606060459	0.09028039367
1274	0.9606152685	0.09024975221
1275	0.9606237527	0.09024382974
1276	0.9606288723	0.09024207082
1277	0.9606274442	0.09024028544
1278	0.9606261976	0.09023952718
1279	0.9606300705	0.09023315762
1280	0.9606288239	0.09022813737
1281	0.9606358315	0.09022520132
1282	0.9606332052	0.09022178195
1283	0.9606427061	0.09021694811
1284	0.9606429845	0.09021489045
1285	0.9606527154	0.09021338353
1286	0.9606495807	0.09021104619
1287	0.9606525339	0.09020719974
1288	0.9606549303	0.09020691672
1289	0.9606566368	0.09020624633
1290	0.960658065	0.09020303378
1291	0.9606619864	0.09020136585
1292	0.9606732423	0.09019380909
1293	0.9606715357	0.09019096624
1294	0.9606625432	0.09018639268
1295	0.9606718141	0.09018380362
1296	0.9606801169	0.0901798969
1297	0.9606825133	0.09017820955
1298	0.9606862047	0.0901778118
1299	0.9606847281	0.09017639936
1300	0.9606866646	0.09017563989
1301	0.9606895693	0.09017541162
1302	0.960687173	0.09017332722
1303	0.9606904045	0.09016939916
1304	0.9607160148	0.09010207345
1305	0.9607149497	0.09009983465
1306	0.9607189196	0.09009549432
1307	0.9607218243	0.09009287528
1308	0.9607260241	0.09009048865
1309	0.960730127	0.09008379289
1310	0.9607311437	0.09007912999
1311	0.9607308653	0.09007657852
1312	0.9607559673	0.0900245434
1313	0.9607820252	0.0899741069
1314	0.960771193	0.08996652475
1315	0.9607770025	0.08996092019
1316	0.9607772809	0.08995875367
1317	0.9607772324	0.0899562586
1318	0.9607783822	0.08995398873
1319	0.9607783822	0.08995364287
1320	0.960776954	0.08995070949
1321	0.9607817953	0.08994915727
1322	0.9607849784	0.08994841154
1323	0.9607774624	0.08994641154
1324	0.9607955684	0.089881688
1325	0.9608090753	0.08987457799
1326	0.9608153931	0.08987362948
1327	0.9608119316	0.08987049331
1328	0.9608097652	0.08986983562
1329	0.9608112418	0.08986433358
1330	0.9608114717	0.08986334985
1331	0.9608134082	0.08986289632
1332	0.9608129483	0.08986130099
1333	0.9608094868	0.08986012508
1334	0.9608107334	0.0898580465
1335	0.9608151148	0.08985721221
1336	0.9608128514	0.08985297708
1337	0.9608111933	0.08985188704
1338	0.960816083	0.08984781493
1339	0.9608217109	0.08984558266
1340	0.9608280772	0.08984320485
1341	0.9608243373	0.08983771126
1342	0.9608402045	0.08983395595
1343	0.9608266006	0.08981326533
1344	0.960841548	0.08980415
1345	0.960850359	0.08980217526
1346	0.9608510973	0.08979491299
1347	0.9608510973	0.08979448495
1348	0.9608570037	0.08979258918
1349	0.9608528039	0.0897901002
1350	0.9608676544	0.08977906579
1351	0.9608681143	0.08977810467
1352	0.9608710674	0.08977636186
1353	0.960869131	0.08976696427
1354	0.9608712489	0.0897661046
1355	0.9608719872	0.08976609228
1356	0.9608658994	0.08976435718
1357	0.9608864263	0.08975237775
1358	0.960885688	0.08975180846
1359	0.9608747105	0.08974881072
1360	0.9608810767	0.08974625849
1361	0.9608700992	0.08974409103
1362	0.9608842598	0.08973304983
1363	0.9608940391	0.08972891267
1364	0.9609019304	0.08972419037
1365	0.9608948743	0.08972350709
1366	0.9608944144	0.08972310516
1367	0.9609029955	0.08971859611
1368	0.9609020273	0.08971829657
1369	0.960899764	0.08971496028
1370	0.9609056219	0.08970834521
1371	0.9609061302	0.08970701788
1372	0.9609063602	0.0897067857
1373	0.9609059003	0.08970442316
1374	0.9609039153	0.08970371059
1375	0.9609002723	0.08970268238
1376	0.9609002723	0.08970240262
1377	0.9609054888	0.0897004293
1378	0.9609066386	0.08969540747
1379	0.9608995825	0.08969015316
1380	0.9608945959	0.08968695768
1381	0.9609089381	0.08968059405
1382	0.9609072315	0.08967917024
1383	0.9609050651	0.08967874913
1384	0.9609060818	0.08967603784
1385	0.9609043752	0.08967581083
1386	0.960908805	0.08967349037
1387	0.9609117097	0.08966926113
1388	0.9609190442	0.08966500568
1389	0.960921719	0.089662723
1390	0.9609226872	0.08966138225
1391	0.9609231956	0.08966063834
1392	0.9609280368	0.08965939606
1393	0.9609326481	0.08965728178
1394	0.960932878	0.0896555057
1395	0.9609197825	0.0896520612
1396	0.9609166478	0.08964529859
1397	0.9609285936	0.08963995215
1398	0.9609223242	0.08963493039
1399	0.9609296587	0.08962979381
1400	0.9609304454	0.08962129124
1401	0.9609280006	0.0896204801
1402	0.960936025	0.08961800678
1403	0.9609326603	0.08961174071
1404	0.9609243576	0.08960925795
1405	0.9609314137	0.08960840265
1406	0.960941193	0.08960148816
1407	0.9609485275	0.08959981915
1408	0.9609492173	0.08959723128
1409	0.9609470025	0.08959568161
1410	0.9609518921	0.08959025177
1411	0.9609575685	0.08958061292
1412	0.9609589967	0.08958010734
1413	0.960951989	0.08957942474
1414	0.9609614415	0.08957728922
1415	0.9609592266	0.08957655207
1416	0.9609630996	0.08957498826
1417	0.960965496	0.08957397619
1418	0.9609586698	0.089566646
1419	0.960956455	0.08956019044
1420	0.9609584399	0.08955936841
1421	0.9609584883	0.08955498862
1422	0.9609606548	0.08955200165
1423	0.9609642978	0.08954991168
1424	0.960961853	0.0895489962
1425	0.9609647577	0.08954684183
1426	0.9609611147	0.08954648036
1427	0.9609682192	0.08954512642
1428	0.9609674809	0.08954494769
1429	0.9609798381	0.08950508227
1430	0.9609797897	0.0895017695
1431	0.9609715354	0.08950008887
1432	0.9609761467	0.08949803204
1433	0.9609800196	0.08949353981
1434	0.9609812663	0.08949302396
1435	0.9609849093	0.08949185854
1436	0.9609844494	0.08948173041
1437	0.9609791967	0.08947640646
1438	0.9609847762	0.08947226795
1439	0.9609821499	0.08946994399
1440	0.9609823798	0.08946943238
1441	0.9609823798	0.08946939198
1442	0.9609911425	0.08946370191
1443	0.9609945555	0.08946285883
1444	0.9610030882	0.08946038796
1445	0.9609986585	0.08944993636
1446	0.9609984285	0.08944981593
1447	0.9609967704	0.08944406858
1448	0.9610097329	0.08943714025
1449	0.9610055331	0.08943576219
1450	0.9610060414	0.08943446125
1451	0.9610029067	0.08943340072
1452	0.9610022169	0.08943179365
1453	0.9610022169	0.08943052162
1454	0.9610355486	0.08938367914
1455	0.9610461631	0.08937888502
1456	0.9610473613	0.08937796062
1457	0.9610505444	0.08937215854
1458	0.961048148	0.08937074244
1459	0.9610505444	0.08936844838
1460	0.9610515127	0.08936550856
1461	0.9610476397	0.08936505352
1462	0.9610494793	0.08936100232
1463	0.9610407651	0.08935851541
1464	0.9610403536	0.08935490308
1465	0.9610431253	0.08935128195
1466	0.9610450618	0.08935035592
1467	0.9610469983	0.08934967491
1468	0.9610845421	0.08928421689
1469	0.961078781	0.08928072888
1470	0.9610820972	0.0892778804
1471	0.9610830655	0.08927774496
1472	0.9610820972	0.08927499328
1473	0.9610825571	0.08927404368
1474	0.9610844936	0.08926699334
1475	0.9611103094	0.08923447383
1476	0.9611120159	0.08923345883
1477	0.9611124758	0.08923314143
1478	0.9611127058	0.08922874468
1479	0.9611075862	0.08922630915
1480	0.9611105393	0.0892256604
1481	0.9611242401	0.08921484748
1482	0.9611270117	0.08920434916
1483	0.9611326397	0.08920166441
1484	0.9611330511	0.08919249766
1485	0.9611314415	0.08918298484
1486	0.9611314415	0.08918061097
1487	0.9611336564	0.08917644884
1488	0.9611393327	0.08917468423
1489	0.9611373963	0.08917392243
1490	0.9611322766	0.0891730886
1491	0.9611330149	0.08917218288
1492	0.9611320951	0.08917007226
1493	0.9611361981	0.08916517502
1494	0.9611401195	0.08915915066
1495	0.961149342	0.08915759317
1496	0.9611468972	0.08915592544
1497	0.9611450091	0.0891520707
1498	0.9611567734	0.08914342679
1499	0.9611611547	0.08914180799
